sale_id,date,salesperson,make,model,year,price
14675,2026-07-23,Ioane,Kia,Sportage,2013,22400.00
14676,2026-07-24,Hana,Holden,Commodore,2023,24450.00
14677,2026-07-24,Olivia,Mazda,Axela,2021,13800.00
14678,2026-07-24,Dan,Honda,CR-V,2025,38200.00
14679,2026-07-24,Eve,Mitsubishi,Triton,2013,24000.00
14680,2026-07-24,Kiri,Toyota,Hilux,2017,40750.00
14681,2026-07-24,Ioane,Toyota,Hilux,2020,43450.00
14682,2026-07-24,Mere,Subaru,Outback,2023,38500.00
14683,2026-07-24,Olivia,Hyundai,Tucson,2024,39000.00
14684,2026-07-24,Jess,Ford,Focus,2017,11050.00
14685,2026-07-24,Olivia,Nissan,Leaf,2022,17150.00
14686,2026-07-24,Eve,Honda,Civic,2016,16150.00
14687,2026-07-24,Finn,Kia,Sportage,2025,38300.00
14688,2026-07-24,Kiri,Toyota,Yaris,2024,17100.00
14689,2026-07-24,Finn,Suzuki,Swift,2020,13850.00
14690,2026-07-24,Dan,Tesla,Model 3,2021,58200.00
14691,2026-07-24,Liam,Toyota,Aqua,2024,15650.00
14692,2026-07-24,Mere,Mazda,CX-5,2016,28250.00
14693,2026-07-24,Kiri,Toyota,Yaris,2019,14800.00
14694,2026-07-24,Olivia,Subaru,Forester,2019,31350.00
14695,2026-07-24,Mere,Honda,Fit,2014,8800.00
14696,2026-07-24,Ioane,Kia,Sportage,2023,38100.00
14697,2026-07-24,Hana,Ford,Focus,2012,8050.00
14698,2026-07-24,Chloe,Mazda,CX-5,2015,21650.00
14699,2026-07-25,Nikau,Kia,Sportage,2012,17700.00
14700,2026-07-25,Hana,Volkswagen,Golf,2016,17500.00
14701,2026-07-25,Hana,Ford,Ranger,2024,58950.00
14702,2026-07-25,Dan,Mazda,Axela,2020,16650.00
14703,2026-07-25,Chloe,Toyota,Yaris,2023,18250.00
14704,2026-07-25,Finn,Toyota,RAV4,2025,54000.00
14705,2026-07-25,Finn,Ford,Ranger,2012,27050.00
14706,2026-07-25,Eve,Ford,Ranger,2025,58900.00
14707,2026-07-25,Ioane,Mazda,Axela,2022,16300.00
14708,2026-07-25,Mere,Toyota,Aqua,2022,12750.00
14709,2026-07-25,Mere,Toyota,RAV4,2025,53450.00
14710,2026-07-25,Chloe,Mitsubishi,Triton,2016,33500.00
14711,2026-07-25,Liam,Volkswagen,Golf,2021,22400.00
14712,2026-07-25,Hana,Honda,CR-V,2014,20050.00
14713,2026-07-25,Olivia,Ford,Ranger,2024,52450.00
14714,2026-07-25,Dan,Nissan,Tiida,2012,4450.00
14715,2026-07-25,Chloe,Toyota,Hilux,2024,53950.00
14716,2026-07-25,Finn,Mitsubishi,Triton,2020,38750.00
14717,2026-07-25,Aroha,Kia,Sportage,2015,22000.00
14718,2026-07-25,Chloe,Toyota,Yaris,2019,16350.00
14719,2026-07-25,Nikau,Suzuki,Swift,2019,12200.00
14720,2026-07-25,Liam,Suzuki,Swift,2022,17350.00
14721,2026-07-25,Kiri,Mazda,BT-50,2023,43550.00
14722,2026-07-26,Chloe,Toyota,Aqua,2016,10300.00
14723,2026-07-26,Jess,Toyota,Yaris,2017,14250.00
14724,2026-07-26,Olivia,Nissan,Navara,2025,44950.00
14725,2026-07-26,Liam,Mitsubishi,Triton,2017,31050.00
14726,2026-07-26,Kiri,Mazda,BT-50,2019,36850.00
14727,2026-07-26,Olivia,Mazda,BT-50,2016,37200.00
14728,2026-07-26,Hana,Mazda,Axela,2015,12100.00
14729,2026-07-26,Nikau,Mitsubishi,Triton,2019,34250.00
14730,2026-07-26,Liam,Tesla,Model 3,2021,51300.00
14731,2026-07-26,Kiri,Mazda,CX-5,2019,31500.00
14732,2026-07-26,Chloe,Honda,CR-V,2014,18650.00
14733,2026-07-26,Finn,Hyundai,Tucson,2019,28050.00
14734,2026-07-26,Nikau,Subaru,Outback,2025,49300.00
14735,2026-07-26,Dan,Toyota,Corolla,2012,13450.00
14736,2026-07-26,Kiri,Holden,Commodore,2018,23700.00
14737,2026-07-26,Finn,Tesla,Model 3,2016,40900.00
14738,2026-07-26,Ioane,Holden,Commodore,2023,26600.00
14739,2026-07-26,Liam,Honda,CR-V,2012,21000.00
14740,2026-07-26,Eve,Mazda,Demio,2017,9750.00
14741,2026-07-26,Finn,Toyota,RAV4,2013,21950.00
14742,2026-07-26,Ben,Nissan,Navara,2020,41200.00
14743,2026-07-26,Aroha,Toyota,Yaris,2014,11050.00
14744,2026-07-26,Mere,Nissan,Navara,2023,45000.00
14745,2026-07-26,Kiri,Mazda,BT-50,2025,55050.00
14746,2026-07-26,Mere,Mitsubishi,Triton,2022,46750.00
14747,2026-07-26,Eve,Tesla,Model 3,2012,35100.00
14748,2026-07-26,Kiri,Hyundai,Tucson,2022,37600.00
14749,2026-07-26,Aroha,Tesla,Model 3,2018,43850.00
14750,2026-07-27,Liam,Mazda,CX-5,2021,37000.00
14751,2026-07-27,Nikau,Nissan,Navara,2021,41200.00
14752,2026-07-27,Ben,Mazda,Demio,2016,8000.00
14753,2026-07-27,Jess,Honda,CR-V,2022,29250.00
14754,2026-07-27,Olivia,Subaru,Forester,2016,23250.00
14755,2026-07-27,Finn,Mazda,CX-5,2018,31150.00
14756,2026-07-27,Liam,Mazda,Demio,2017,8300.00
14757,2026-07-27,Liam,Subaru,Outback,2018,34350.00
14758,2026-07-27,Jess,Honda,Fit,2022,13700.00
14759,2026-07-27,Ben,Toyota,Hilux,2025,61800.00
14760,2026-07-27,Chloe,Honda,CR-V,2020,34550.00
14761,2026-07-27,Dan,Tesla,Model 3,2024,59300.00
14762,2026-07-27,Mere,Toyota,Yaris,2022,18350.00
14763,2026-07-27,Aroha,Ford,Ranger,2017,36850.00
14764,2026-07-27,Olivia,Toyota,RAV4,2025,52550.00
14765,2026-07-27,Chloe,Hyundai,Tucson,2012,17150.00
14766,2026-07-27,Hana,Toyota,Hilux,2016,31750.00
14767,2026-07-27,Finn,Kia,Sportage,2021,27200.00
14768,2026-07-27,Kiri,Mitsubishi,Triton,2014,24350.00
14769,2026-07-27,Hana,Nissan,Navara,2019,39250.00
14770,2026-07-27,Aroha,Toyota,Corolla,2015,16950.00
14771,2026-07-27,Nikau,Toyota,RAV4,2020,41200.00
14772,2026-07-27,Nikau,Toyota,Yaris,2025,21550.00
14773,2026-07-27,Nikau,Toyota,Aqua,2025,14550.00
14774,2026-07-27,Mere,Volkswagen,Golf,2021,19750.00
14775,2026-07-27,Jess,Volkswagen,Golf,2013,14600.00
14776,2026-07-27,Chloe,Mazda,Axela,2023,14550.00
14777,2026-07-27,Hana,Honda,CR-V,2024,35100.00
14778,2026-07-27,Kiri,Nissan,Leaf,2017,14250.00
14779,2026-07-27,Aroha,Mazda,CX-5,2017,30500.00
14780,2026-07-28,Olivia,Mazda,BT-50,2014,26600.00
14781,2026-07-28,Jess,Mazda,Demio,2013,6300.00
14782,2026-07-28,Kiri,Nissan,Leaf,2012,12000.00
14783,2026-07-28,Aroha,Suzuki,Swift,2023,17700.00
14784,2026-07-28,Hana,Toyota,Aqua,2019,13250.00
14785,2026-07-28,Chloe,Volkswagen,Golf,2013,12250.00
14786,2026-07-28,Eve,Honda,CR-V,2013,19350.00
14787,2026-07-28,Olivia,Toyota,Aqua,2012,7950.00
14788,2026-07-28,Chloe,Ford,Ranger,2015,31000.00
14789,2026-07-28,Mere,Mazda,Axela,2012,7750.00
14790,2026-07-28,Olivia,Mazda,CX-5,2012,19100.00
14791,2026-07-28,Kiri,Volkswagen,Golf,2024,28700.00
14792,2026-07-28,Aroha,Nissan,Navara,2022,45250.00
14793,2026-07-28,Jess,Toyota,RAV4,2017,32400.00
14794,2026-07-28,Liam,Mazda,BT-50,2024,46300.00
14795,2026-07-28,Jess,Hyundai,Tucson,2022,34400.00
14796,2026-07-28,Kiri,Hyundai,Tucson,2018,29250.00
14797,2026-07-28,Chloe,Mazda,BT-50,2014,29550.00
14798,2026-07-28,Eve,Toyota,RAV4,2019,41350.00
14799,2026-07-28,Liam,Nissan,Navara,2015,27850.00
14800,2026-07-28,Ioane,Ford,Focus,2019,13350.00
14801,2026-07-28,Kiri,Toyota,RAV4,2018,38500.00
14802,2026-07-28,Olivia,Toyota,Hilux,2022,41500.00
14803,2026-07-28,Liam,Ford,Ranger,2018,38600.00
14804,2026-07-28,Dan,Toyota,RAV4,2021,38100.00
14805,2026-07-28,Hana,Nissan,Tiida,2022,9750.00
14806,2026-07-28,Eve,Mazda,BT-50,2022,50950.00
14807,2026-07-28,Ioane,Honda,CR-V,2014,20950.00
14808,2026-07-29,Olivia,Mazda,BT-50,2023,53150.00
14809,2026-07-29,Mere,Volkswagen,Golf,2024,22600.00
14810,2026-07-29,Ioane,Mazda,CX-5,2022,32950.00
14811,2026-07-29,Liam,Toyota,Corolla,2013,12650.00
14812,2026-07-29,Mere,Mazda,CX-5,2017,30950.00
14813,2026-07-29,Liam,Nissan,Navara,2023,41300.00
14814,2026-07-29,Olivia,Honda,Fit,2016,8800.00
14815,2026-07-29,Finn,Mazda,BT-50,2012,27700.00
14816,2026-07-29,Olivia,Toyota,Hilux,2014,28950.00
14817,2026-07-29,Ioane,Holden,Commodore,2019,24950.00
14818,2026-07-29,Mere,Subaru,Outback,2018,35500.00
14819,2026-07-29,Finn,Subaru,Outback,2020,34800.00
14820,2026-07-29,Ioane,Toyota,Corolla,2018,19100.00
14821,2026-07-29,Ioane,Ford,Focus,2021,15050.00
14822,2026-07-29,Finn,Volkswagen,Golf,2015,15050.00
14823,2026-07-29,Hana,Ford,Focus,2025,15950.00
14824,2026-07-29,Mere,Subaru,Outback,2019,36350.00
14825,2026-07-29,Liam,Toyota,Aqua,2012,7400.00
14826,2026-07-29,Eve,Subaru,Forester,2018,33100.00
14827,2026-07-30,Mere,Mitsubishi,Triton,2023,43300.00
14828,2026-07-30,Kiri,Toyota,Hilux,2019,41200.00
14829,2026-07-30,Kiri,Toyota,Corolla,2019,21200.00
14830,2026-07-30,Mere,Mazda,Axela,2018,13750.00
14831,2026-07-30,Aroha,Volkswagen,Golf,2016,16450.00
14832,2026-07-30,Olivia,Toyota,Yaris,2015,12700.00
14833,2026-07-30,Chloe,Honda,CR-V,2021,33100.00
14834,2026-07-30,Nikau,Mazda,Axela,2016,10400.00
14835,2026-07-30,Eve,Subaru,Outback,2017,30750.00
14836,2026-07-30,Kiri,Tesla,Model 3,2024,54450.00
14837,2026-07-30,Ioane,Mazda,Demio,2012,6750.00
14838,2026-07-30,Jess,Tesla,Model 3,2022,62950.00
14839,2026-07-30,Dan,Holden,Commodore,2022,24250.00
14840,2026-07-30,Eve,Honda,Civic,2019,15900.00
14841,2026-07-30,Ioane,Nissan,Navara,2021,45900.00
14842,2026-07-30,Eve,Mitsubishi,Triton,2020,39150.00
14843,2026-07-30,Ioane,Hyundai,Tucson,2013,23700.00
14844,2026-07-30,Eve,Mazda,CX-5,2024,35500.00
14845,2026-07-31,Ioane,Toyota,Hilux,2014,34700.00
14846,2026-07-31,Eve,Toyota,Aqua,2016,12450.00
14847,2026-07-31,Hana,Kia,Sportage,2018,30900.00
14848,2026-07-31,Hana,Mazda,BT-50,2016,34100.00
14849,2026-07-31,Finn,Subaru,Outback,2012,19800.00
14850,2026-07-31,Eve,Toyota,Hilux,2022,41500.00
14851,2026-07-31,Olivia,Kia,Sportage,2012,20700.00
14852,2026-07-31,Dan,Subaru,Outback,2021,40850.00
14853,2026-07-31,Ioane,Honda,Civic,2025,20550.00
14854,2026-07-31,Kiri,Mazda,BT-50,2016,35900.00
14855,2026-07-31,Olivia,Suzuki,Swift,2019,11800.00
14856,2026-07-31,Hana,Toyota,RAV4,2024,49500.00
14857,2026-07-31,Ben,Toyota,RAV4,2024,51300.00
14858,2026-07-31,Liam,Mazda,Axela,2022,14100.00
14859,2026-07-31,Mere,Honda,Fit,2020,12850.00
14860,2026-07-31,Nikau,Tesla,Model 3,2014,39450.00
14861,2026-07-31,Nikau,Toyota,RAV4,2014,30400.00
14862,2026-07-31,Olivia,Ford,Focus,2019,12100.00
14863,2026-08-01,Aroha,Mazda,BT-50,2024,48050.00
14864,2026-08-01,Dan,Nissan,Navara,2023,40500.00
14865,2026-08-01,Liam,Mazda,CX-5,2025,45500.00
14866,2026-08-01,Ben,Mitsubishi,Triton,2019,33050.00
14867,2026-08-01,Olivia,Honda,CR-V,2021,32900.00
14868,2026-08-01,Ben,Subaru,Outback,2022,38500.00
14869,2026-08-01,Dan,Mitsubishi,Triton,2021,40800.00
14870,2026-08-01,Jess,Ford,Focus,2018,10400.00
14871,2026-08-01,Dan,Subaru,Outback,2022,44800.00
14872,2026-08-01,Ioane,Tesla,Model 3,2017,51500.00
14873,2026-08-01,Liam,Ford,Focus,2023,15800.00
14874,2026-08-01,Dan,Kia,Sportage,2019,25300.00
14875,2026-08-01,Dan,Honda,Civic,2020,17800.00
14876,2026-08-01,Finn,Honda,Civic,2016,17600.00
14877,2026-08-01,Nikau,Mazda,CX-5,2021,30300.00
14878,2026-08-01,Mere,Mitsubishi,Triton,2012,23600.00
14879,2026-08-01,Chloe,Toyota,Aqua,2021,15950.00
14880,2026-08-01,Ioane,Toyota,Yaris,2023,17050.00
14881,2026-08-01,Mere,Volkswagen,Golf,2022,27600.00
14882,2026-08-01,Chloe,Mazda,Demio,2019,9050.00
14883,2026-08-01,Liam,Toyota,Corolla,2012,11450.00
14884,2026-08-02,Aroha,Holden,Commodore,2012,14650.00
14885,2026-08-02,Liam,Nissan,Navara,2017,33200.00
14886,2026-08-02,Dan,Toyota,Aqua,2013,8250.00
14887,2026-08-02,Nikau,Toyota,RAV4,2021,40350.00
14888,2026-08-02,Olivia,Hyundai,Tucson,2023,35200.00
14889,2026-08-02,Finn,Subaru,Forester,2014,21650.00
14890,2026-08-02,Olivia,Mazda,BT-50,2020,46400.00
14891,2026-08-02,Jess,Tesla,Model 3,2014,32750.00
14892,2026-08-02,Nikau,Tesla,Model 3,2018,49450.00
14893,2026-08-02,Nikau,Tesla,Model 3,2015,45450.00
14894,2026-08-02,Ioane,Toyota,Hilux,2023,46600.00
14895,2026-08-02,Dan,Hyundai,Tucson,2021,35650.00
14896,2026-08-02,Dan,Ford,Focus,2024,16800.00
14897,2026-08-02,Eve,Volkswagen,Golf,2019,22800.00
14898,2026-08-02,Liam,Ford,Ranger,2012,27900.00
14899,2026-08-02,Hana,Hyundai,Tucson,2023,32350.00
14900,2026-08-02,Jess,Mitsubishi,Triton,2023,37100.00
14901,2026-08-02,Mere,Honda,Civic,2025,22200.00
14902,2026-08-02,Finn,Nissan,Navara,2014,29050.00
14903,2026-08-02,Dan,Honda,CR-V,2015,20200.00
14904,2026-08-02,Ioane,Subaru,Forester,2021,37000.00
14905,2026-08-02,Dan,Mazda,BT-50,2022,50100.00
14906,2026-08-02,Aroha,Tesla,Model 3,2024,61800.00
14907,2026-08-02,Olivia,Toyota,RAV4,2020,36800.00
14908,2026-08-02,Ben,Toyota,Hilux,2021,48250.00
14909,2026-08-02,Kiri,Mazda,Demio,2020,9750.00
14910,2026-08-02,Mere,Toyota,Aqua,2018,11200.00
14911,2026-08-03,Liam,Hyundai,Tucson,2013,18200.00
14912,2026-08-03,Hana,Tesla,Model 3,2020,59950.00
14913,2026-08-03,Finn,Honda,Civic,2023,23700.00
14914,2026-08-03,Liam,Mazda,BT-50,2022,41100.00
14915,2026-08-03,Dan,Kia,Sportage,2016,22200.00
14916,2026-08-03,Chloe,Holden,Commodore,2013,14050.00
14917,2026-08-03,Mere,Honda,Civic,2023,19200.00
14918,2026-08-03,Jess,Toyota,RAV4,2014,29200.00
14919,2026-08-03,Ioane,Mitsubishi,Outlander,2012,22250.00
14920,2026-08-03,Dan,Mitsubishi,Triton,2015,31550.00
14921,2026-08-03,Mere,Subaru,Outback,2025,38950.00
14922,2026-08-03,Olivia,Ford,Ranger,2019,45000.00
14923,2026-08-03,Mere,Subaru,Outback,2024,44600.00
14924,2026-08-03,Nikau,Mazda,Axela,2018,13600.00
14925,2026-08-03,Liam,Tesla,Model 3,2020,45000.00
14926,2026-08-03,Jess,Honda,Civic,2024,20050.00
14927,2026-08-03,Kiri,Toyota,Yaris,2015,12950.00
14928,2026-08-03,Olivia,Honda,CR-V,2025,35750.00
14929,2026-08-03,Liam,Tesla,Model 3,2024,54550.00
14930,2026-08-03,Nikau,Toyota,Aqua,2025,14950.00
14931,2026-08-03,Aroha,Honda,Civic,2015,15750.00
14932,2026-08-03,Aroha,Toyota,RAV4,2023,44450.00
14933,2026-08-04,Hana,Ford,Focus,2021,12700.00
14934,2026-08-04,Olivia,Toyota,Aqua,2017,11200.00
14935,2026-08-04,Jess,Kia,Sportage,2016,23050.00
14936,2026-08-04,Nikau,Tesla,Model 3,2013,34050.00
14937,2026-08-04,Finn,Mazda,CX-5,2024,40000.00
14938,2026-08-04,Finn,Hyundai,Tucson,2019,28100.00
14939,2026-08-04,Jess,Honda,CR-V,2023,35900.00
14940,2026-08-04,Nikau,Nissan,Leaf,2012,9000.00
14941,2026-08-04,Dan,Ford,Ranger,2018,43300.00
14942,2026-08-04,Kiri,Honda,Fit,2021,12550.00
14943,2026-08-04,Olivia,Toyota,Hilux,2023,56850.00
14944,2026-08-04,Ioane,Mazda,Demio,2024,13100.00
14945,2026-08-04,Hana,Ford,Ranger,2025,55350.00
14946,2026-08-04,Hana,Mitsubishi,Triton,2016,32750.00
14947,2026-08-04,Eve,Subaru,Outback,2015,27900.00
14948,2026-08-04,Liam,Mazda,CX-5,2020,30400.00
14949,2026-08-04,Mere,Ford,Focus,2023,14250.00
14950,2026-08-04,Aroha,Toyota,Yaris,2013,11150.00
14951,2026-08-05,Chloe,Mazda,Axela,2024,16250.00
14952,2026-08-05,Chloe,Toyota,Corolla,2019,19450.00
14953,2026-08-05,Kiri,Toyota,Hilux,2013,32300.00
14954,2026-08-05,Chloe,Mazda,CX-5,2014,24600.00
14955,2026-08-05,Eve,Toyota,Hilux,2013,28150.00
14956,2026-08-05,Chloe,Nissan,Navara,2021,45000.00
14957,2026-08-05,Olivia,Mazda,CX-5,2012,18900.00
14958,2026-08-05,Chloe,Mitsubishi,Outlander,2023,44350.00
14959,2026-08-05,Dan,Honda,Fit,2018,9700.00
14960,2026-08-05,Hana,Holden,Commodore,2018,21650.00
14961,2026-08-05,Olivia,Suzuki,Swift,2017,12100.00
14962,2026-08-05,Ioane,Mazda,CX-5,2016,26850.00
14963,2026-08-05,Chloe,Mazda,Axela,2020,13500.00
14964,2026-08-05,Jess,Honda,Fit,2016,9900.00
14965,2026-08-05,Nikau,Volkswagen,Golf,2022,21750.00
14966,2026-08-05,Mere,Ford,Ranger,2022,55500.00
14967,2026-08-05,Liam,Subaru,Forester,2020,37900.00
14968,2026-08-05,Finn,Honda,CR-V,2019,33250.00
14969,2026-08-05,Jess,Mazda,CX-5,2017,23800.00
14970,2026-08-05,Chloe,Kia,Sportage,2022,35900.00
14971,2026-08-05,Kiri,Mazda,BT-50,2022,44800.00
14972,2026-08-05,Ioane,Toyota,Yaris,2018,12700.00
14973,2026-08-05,Mere,Toyota,RAV4,2021,41800.00
14974,2026-08-05,Dan,Mitsubishi,Triton,2024,43700.00
14975,2026-08-05,Mere,Nissan,Navara,2023,49350.00
14976,2026-08-05,Chloe,Mazda,CX-5,2025,42050.00
14977,2026-08-06,Jess,Mazda,Axela,2025,18050.00
14978,2026-08-06,Hana,Mazda,CX-5,2016,25100.00
14979,2026-08-06,Jess,Ford,Ranger,2020,42400.00
14980,2026-08-06,Liam,Mazda,Demio,2016,8050.00
14981,2026-08-06,Nikau,Toyota,Hilux,2023,46600.00
14982,2026-08-06,Hana,Nissan,Tiida,2022,8250.00
14983,2026-08-06,Chloe,Honda,CR-V,2022,29300.00
14984,2026-08-06,Chloe,Honda,CR-V,2016,26400.00
14985,2026-08-06,Hana,Toyota,Aqua,2016,11750.00
14986,2026-08-06,Ioane,Kia,Sportage,2012,16100.00
14987,2026-08-07,Kiri,Ford,Ranger,2017,44700.00
14988,2026-08-07,Aroha,Subaru,Outback,2021,42750.00
14989,2026-08-07,Aroha,Subaru,Outback,2016,28950.00
14990,2026-08-07,Kiri,Mazda,Demio,2012,6700.00
14991,2026-08-07,Finn,Toyota,RAV4,2016,34750.00
14992,2026-08-07,Liam,Subaru,Forester,2020,37700.00
14993,2026-08-07,Ioane,Subaru,Forester,2020,38600.00
14994,2026-08-07,Hana,Toyota,Yaris,2022,16500.00
14995,2026-08-07,Dan,Volkswagen,Golf,2021,23500.00
14996,2026-08-07,Eve,Mazda,Demio,2022,11700.00
14997,2026-08-07,Ioane,Ford,Focus,2014,9300.00
14998,2026-08-07,Chloe,Mitsubishi,Triton,2016,30150.00
14999,2026-08-07,Kiri,Mazda,Axela,2018,14500.00
15000,2026-08-07,Aroha,Ford,Focus,2019,13000.00
15001,2026-08-07,Nikau,Toyota,Aqua,2016,9550.00
15002,2026-08-07,Hana,Honda,CR-V,2013,21800.00
15003,2026-08-07,Aroha,Ford,Ranger,2014,30600.00
15004,2026-08-07,Ben,Kia,Sportage,2019,26400.00
15005,2026-08-07,Olivia,Mitsubishi,Outlander,2020,33750.00
15006,2026-08-07,Jess,Kia,Sportage,2021,32600.00
15007,2026-08-07,Jess,Holden,Commodore,2023,31050.00
15008,2026-08-07,Eve,Mitsubishi,Outlander,2021,38750.00
15009,2026-08-07,Kiri,Honda,Fit,2018,9650.00
15010,2026-08-07,Olivia,Mazda,Axela,2012,8750.00
15011,2026-08-07,Liam,Subaru,Outback,2023,44200.00
15012,2026-08-07,Finn,Mitsubishi,Triton,2024,50350.00
15013,2026-08-07,Finn,Mazda,CX-5,2019,29400.00
15014,2026-08-07,Dan,Holden,Commodore,2014,19050.00
15015,2026-08-08,Nikau,Volkswagen,Golf,2023,26500.00
15016,2026-08-08,Eve,Toyota,RAV4,2015,29600.00
15017,2026-08-08,Hana,Tesla,Model 3,2022,52300.00
15018,2026-08-08,Kiri,Mitsubishi,Triton,2022,47100.00
15019,2026-08-08,Aroha,Ford,Ranger,2020,48800.00
15020,2026-08-08,Eve,Mitsubishi,Triton,2025,47200.00
15021,2026-08-08,Olivia,Honda,Fit,2021,12450.00
15022,2026-08-08,Aroha,Toyota,RAV4,2014,27900.00
15023,2026-08-08,Dan,Holden,Commodore,2012,13800.00
15024,2026-08-08,Olivia,Kia,Sportage,2021,32300.00
15025,2026-08-08,Kiri,Mazda,Demio,2016,8700.00
15026,2026-08-08,Kiri,Ford,Focus,2024,14850.00
15027,2026-08-08,Jess,Toyota,RAV4,2019,36750.00
15028,2026-08-08,Liam,Mitsubishi,Triton,2024,40350.00
15029,2026-08-08,Liam,Toyota,Aqua,2012,8500.00
15030,2026-08-08,Liam,Tesla,Model 3,2020,49500.00
15031,2026-08-08,Hana,Honda,CR-V,2014,24600.00
15032,2026-08-08,Ben,Honda,Fit,2018,10550.00
15033,2026-08-08,Dan,Mazda,BT-50,2019,36450.00
15034,2026-08-08,Eve,Nissan,Leaf,2016,14950.00
15035,2026-08-08,Nikau,Kia,Sportage,2022,32400.00
15036,2026-08-08,Olivia,Mitsubishi,Triton,2025,49600.00
15037,2026-08-08,Nikau,Mazda,Demio,2012,5600.00
15038,2026-08-09,Ioane,Nissan,Navara,2021,43450.00
15039,2026-08-09,Dan,Toyota,Hilux,2014,29400.00
15040,2026-08-09,Dan,Mazda,Axela,2013,9900.00
15041,2026-08-09,Mere,Mitsubishi,Triton,2022,43050.00
15042,2026-08-09,Mere,Toyota,Aqua,2024,15900.00
15043,2026-08-09,Ben,Tesla,Model 3,2021,48450.00
15044,2026-08-09,Ioane,Subaru,Forester,2022,39100.00
15045,2026-08-09,Hana,Toyota,Aqua,2021,13950.00
15046,2026-08-09,Ioane,Mazda,BT-50,2013,25600.00
15047,2026-08-09,Jess,Tesla,Model 3,2014,34450.00
15048,2026-08-09,Ioane,Mitsubishi,Triton,2015,26650.00
15049,2026-08-09,Hana,Toyota,Aqua,2025,18650.00
15050,2026-08-09,Mere,Mazda,Axela,2025,16400.00
15051,2026-08-09,Jess,Honda,CR-V,2023,33200.00
15052,2026-08-09,Hana,Toyota,RAV4,2022,45400.00
15053,2026-08-09,Ioane,Mazda,CX-5,2022,33850.00
15054,2026-08-09,Dan,Mazda,Axela,2025,17100.00
15055,2026-08-09,Chloe,Toyota,Yaris,2025,21750.00
15056,2026-08-09,Aroha,Mazda,Demio,2015,6950.00
15057,2026-08-09,Liam,Toyota,RAV4,2022,37350.00
15058,2026-08-09,Mere,Mazda,BT-50,2014,26650.00
15059,2026-08-09,Eve,Hyundai,Tucson,2019,32200.00
15060,2026-08-09,Mere,Mazda,BT-50,2013,29900.00
15061,2026-08-09,Liam,Mazda,CX-5,2013,22600.00
15062,2026-08-09,Chloe,Mazda,Demio,2012,5250.00
15063,2026-08-10,Mere,Volkswagen,Golf,2022,23100.00
15064,2026-08-10,Mere,Tesla,Model 3,2025,65900.00
15065,2026-08-10,Chloe,Honda,CR-V,2020,27400.00
15066,2026-08-10,Jess,Ford,Ranger,2015,33800.00
15067,2026-08-10,Nikau,Mazda,CX-5,2021,35100.00
15068,2026-08-10,Olivia,Mitsubishi,Triton,2013,22950.00
15069,2026-08-10,Eve,Volkswagen,Golf,2016,16050.00
15070,2026-08-10,Finn,Toyota,Corolla,2014,13200.00
15071,2026-08-10,Dan,Toyota,RAV4,2017,29300.00
15072,2026-08-10,Mere,Mazda,CX-5,2013,21200.00
15073,2026-08-10,Olivia,Toyota,Hilux,2019,45800.00
15074,2026-08-10,Olivia,Kia,Sportage,2025,41550.00
15075,2026-08-10,Hana,Subaru,Forester,2015,27100.00
15076,2026-08-10,Ioane,Holden,Commodore,2023,28000.00
15077,2026-08-10,Hana,Mazda,Demio,2019,8200.00
15078,2026-08-10,Jess,Hyundai,Tucson,2014,20200.00
15079,2026-08-10,Kiri,Honda,Civic,2021,18700.00
15080,2026-08-10,Eve,Mazda,Axela,2014,10150.00
15081,2026-08-10,Hana,Nissan,Navara,2018,41100.00
15082,2026-08-10,Jess,Kia,Sportage,2023,31500.00
15083,2026-08-10,Dan,Honda,Civic,2018,18900.00
15084,2026-08-10,Ben,Toyota,Aqua,2015,10600.00
15085,2026-08-10,Mere,Volkswagen,Golf,2014,15300.00
15086,2026-08-10,Aroha,Suzuki,Swift,2012,9800.00
15087,2026-08-11,Nikau,Mitsubishi,Outlander,2020,38100.00
15088,2026-08-11,Dan,Mazda,Axela,2024,17450.00
15089,2026-08-11,Nikau,Toyota,Hilux,2020,49600.00
15090,2026-08-11,Ben,Suzuki,Swift,2019,14200.00
15091,2026-08-11,Hana,Nissan,Leaf,2022,17400.00
15092,2026-08-11,Dan,Toyota,RAV4,2014,23150.00
15093,2026-08-11,Hana,Mazda,Axela,2015,9550.00
15094,2026-08-11,Olivia,Toyota,Corolla,2017,16250.00
15095,2026-08-11,Jess,Subaru,Outback,2013,26000.00
15096,2026-08-11,Kiri,Toyota,Yaris,2022,15300.00
15097,2026-08-11,Liam,Toyota,RAV4,2013,27350.00
15098,2026-08-11,Olivia,Mitsubishi,Triton,2020,32150.00
15099,2026-08-11,Olivia,Mazda,BT-50,2014,31350.00
15100,2026-08-11,Chloe,Toyota,Hilux,2022,50650.00
15101,2026-08-11,Nikau,Honda,CR-V,2020,31500.00
15102,2026-08-11,Dan,Ford,Ranger,2018,45100.00
15103,2026-08-11,Hana,Tesla,Model 3,2013,29450.00
15104,2026-08-11,Mere,Tesla,Model 3,2013,30900.00
15105,2026-08-11,Nikau,Hyundai,Tucson,2012,16950.00
15106,2026-08-11,Olivia,Mazda,Demio,2013,6550.00
15107,2026-08-11,Eve,Nissan,Navara,2020,45350.00
15108,2026-08-11,Aroha,Mazda,BT-50,2023,43000.00
